"movie7653.name"	"total.boxoffice.earnings"	"dvd.earnings.in.us.639c"	"total.movie.budget"	"rating.GPGPG13RNC17"	"genreX8423"	"TIME"	"year.of.release"	"sequel"
"2845"	"Places in the Heart"	34900814	NA	0	NA	"Drama"	NA	1984	"0"
"2846"	"The Bible"	34900023	NA	0	NA	"Drama"	NA	1966	"0"
"2847"	"Commando"	34896317	NA	1e+07	"R"	"Action"	"90"	1985	"0"
"2848"	"A Thin Line Between Love & Hate"	34873513	NA	8e+06	"R"	"Romantic Comedy"	NA	1996	"0"
"2849"	"The November Man"	34820335	845273	1.5e+07	"R"	"Thriller/Suspense"	"108"	2014	"0"
"2850"	"The Life Aquatic with Steve Zissou"	34806726	NA	5e+07	"R"	"Comedy"	"118"	2004	"0"
"2851"	"My Best Friend's Girl"	34787111	19492529	2e+07	"R"	"Comedy"	"101"	3642	"0"
"2852"	"White Fang"	34729091	NA	1.4e+07	"PG"	"Adventure"	"104"	1991	"0"
"2853"	"Sammy's avonturen 2"	34715056	3570578	0	NA	"Adventure"	"92"	2012	"1"
"2854"	"The Other Side of the Mountain"	34673100	NA	0	NA	NA	NA	1975	"0"
"2855"	"Addicted To Love"	34656904	NA	0	"R"	"Romantic Comedy"	NA	1997	"0"
"2856"	"Nixon"	34642684	NA	4.5e+07	"R"	"Drama"	NA	1995	"0"
"2857"	"Endless Love"	34614964	3740767	2e+07	"PG-13"	"Drama"	"105"	2014	"0"
"2858"	"The Killing Fields"	34609720	NA	0	NA	"Drama"	NA	1984	"0"
"2859"	"Mississippi Burning"	34603000	NA	0	NA	"Drama"	NA	1988	"0"
"2860"	"Everyone Says I Love You"	34588635	NA	2e+07	"R"	"Musical"	NA	1996	"0"
"2861"	"The Best Man"	34572780	NA	9e+06	"R"	"Romantic Comedy"	"-68"	1999	"0"
"2862"	"Twentieth Century Boys"	34571688	NA	0	NA	NA	NA	2008	"0"
"2863"	"Hawaii"	34562222	NA	1.5e+07	NA	NA	NA	1966	"0"
"2864"	"Jack Frost"	34545030	NA	5e+07	"PG"	"Comedy"	"95"	1998	"0"
"2865"	"In Bruges"	34533783	4701516	1.5e+07	"R"	"Comedy"	NA	2008	"0"
"2866"	"That Thing You Do!"	34509813	NA	2500000	"PG"	"Drama"	"101"	1996	"0"
"2867"	"Woodstock"	34505110	NA	6e+05	NA	"Documentary"	NA	1970	"0"
"2868"	"Malibu's Most Wanted"	34499204	NA	1.5e+07	"PG13"	"Comedy"	"86"	2003	"0"
"2869"	"Heat"	34493095	NA	0	NA	"Action"	"101"	1987	"0"
"2870"	"Last Chance Harvey"	34487202	7848872	0	"PG13"	"Drama"	NA	2008	"0"
"2871"	"Na xie nian, wo men yi qi zhui de nu hai"	34480452	NA	0	NA	"Romantic Comedy"	"105"	2011	"0"
"2872"	"Breach"	34458779	31599592	0	"PG-13"	"Thriller/Suspense"	NA	2007	"0"
"2873"	"Shi gu"	34432439	NA	0	"Not Rated"	"Drama"	"110"	2015	"0"
"2874"	"Ta-weo"	34411903	NA	0	"Not Rated"	"Action"	"121"	2012	"0"
"2875"	"Darkness"	34409206	NA	10600000	"PG13"	"Horror"	"88"	2002	"0"
"2876"	"The Usual Suspects"	34380094	NA	6e+06	"R"	"Drama"	NA	1995	"0"
"2877"	"Swimfan"	34364995	NA	1e+07	"13"	"Drama"	NA	2002	"0"
"2878"	"Gone, Baby, Gone"	34352162	11467525	1.9e+07	"R"	"Drama"	"114"	2007	"0"
"2879"	"Thoroughly Modern Millie"	34335025	NA	0	NA	NA	NA	1967	"0"
"2880"	"Alive"	34327309	NA	3.2e+07	"R"	"Adventure"	"-6"	1993	"0"
"2881"	"Little Darlings"	34326249	NA	0	NA	NA	NA	1980	"0"
"2882"	"Muppet Treasure Island"	34285248	NA	0	"g"	"Adventure"	"99"	1996	"0"
"2883"	"Tommy"	34251525	NA	0	NA	"Drama"	NA	1975	"0"
"2884"	"You Will Meet a Tall Dark Stranger"	34247816	NA	1.5e+07	"R"	"Drama"	"98"	2010	"0"
"2885"	"Viy"	34246770	NA	2.6e+07	"Not Rated"	"Adventure"	"0"	2014	"0"
"2886"	"My Week with Marilyn"	34240572	6324112	1e+07	"R"	"Drama"	"99"	2011	"0"
"2887"	"Wings of Courage"	34240094	NA	0	"G"	"Drama"	NA	1995	"0"
"2888"	"Excalibur"	34200000	NA	0	NA	"Adventure"	NA	1981	"0"
"2889"	"Like Father Like Son"	34192585	NA	0	NA	"Comedy"	"120"	1987	"yes"
"2890"	"Sling Blade"	34175000	NA	4833610	"R"	"Drama"	NA	1996	"0"
"2891"	"Potiche"	34152587	NA	0	"R"	"Comedy"	"103"	2010	"0"
"2892"	"Entre les murs"	34114067	NA	3250000	"Not Rated"	"Drama"	"515"	2009	"0"
"2893"	"Instinct"	34105207	NA	5.5e+07	"R"	"Drama"	NA	1999	"0"
"2894"	"The Edge"	34079888	NA	0	"R"	"Thriller/Suspense"	NA	1997	"0"
"2895"	"Don 2"	34053090	NA	0	"Not Rated"	"Action"	"0"	3178	"1"
"2896"	"Universal Soldier"	34035344	NA	0	"R"	"Action"	NA	1992	"0"
"2897"	"Freddy's Dead: The Final Nightmare"	34015591	NA	5e+06	"R"	"Horror"	"89"	1991	"1"
"2898"	"Flight of the Phoenix"	34009180	NA	7.5e+07	"PG-13"	"Adventure"	"113"	2004	"0"
"2899"	"Day of the Dead"	34004262	NA	3500000	NA	"Horror"	"101"	1985	"0"
"2900"	"Bambi II"	3.4e+07	113960552	0	NA	"Adventure"	NA	2006	"1"
"2901"	"Friday the 13th Part 3"	33985198	NA	2250000	NA	"Horror"	NA	1982	"1"
"2902"	"Jane Eyre"	33983855	3748225	0	"PG-13"	"Drama"	"115"	2010	"0"
"2903"	"Cheech & Chong's Nice Dreams"	33982504	NA	0	NA	NA	NA	1981	"0"
"2904"	"Ne le dis à personne"	33954018	NA	18500000	"Not Rated"	"Thriller/Suspense"	NA	2008	"0"
"2905"	"Lockout"	33943049	6072677	2e+07	"13"	"Thriller/Suspense"	"110"	2011	"0"
"2906"	"The Relic"	33927476	NA	6e+07	"R"	"Horror"	NA	1997	"0"
"2907"	"Nochnoy dozor"	33910542	9511494	4200000	"Not Rated"	"Action"	NA	2006	"0"
"2908"	"Magic in the Moonlight"	33909396	482618	0	"13"	"Romantic Comedy"	"97"	2014	"0"
"2909"	"Nick and Norah's Infinite Playlist"	33886017	10841164	1e+07	"13"	"Drama"	NA	2008	"0"
"2910"	"The Pink Panther Strikes Again"	33833201	NA	0	NA	"Comedy"	"103"	1976	"1"
"2911"	"Monkey Magic"	33824181	NA	0	NA	"Adventure"	NA	2007	"0"
"2912"	"Adventures in Babysitting"	33790923	591297	0	NA	"Comedy"	NA	1987	"0"
"2913"	"Dungeons and Dragons"	33771965	NA	3.5e+07	"PG-13"	"Adventure"	NA	2000	"0"
"2914"	"Jay and Silent Bob Strike Back"	33762400	NA	2.2e+07	"R"	"Comedy"	"104"	2001	"0"
"2915"	"Porky's II: The Next Day"	33759266	NA	0	NA	"Comedy"	NA	1983	"1"
"2916"	"Always zoku san-chôme no yûhi"	33755260	NA	0	NA	"Drama"	NA	2007	"1"
"2917"	"Who's Afraid of Virginia Wolf?"	33736689	NA	0	NA	NA	NA	1966	"no"
"2918"	"The Wizard of Oz"	33711566	NA	2777000	"PG-13"	"Musical"	"101"	1939	"y"
"2919"	"Y Tu Mamá También"	33649881	NA	5e+06	"R"	"Drama"	NA	2002	"0"
"2920"	"Curly Sue"	33644430	NA	0	"PG"	"Comedy"	"102"	1991	"no"
"2921"	"3 Days to Kill"	33622417	5805418	2.8e+07	"13"	"Thriller/Suspense"	"100"	2013	"0"
"2922"	"Hostel: Part II"	33606409	16469047	7500000	"R"	"Horror"	NA	2007	"1"
"2923"	"The Turning Point"	33600000	NA	0	NA	"Drama"	NA	1977	"0"
"2924"	"Friday After Next"	33526835	NA	1e+07	"R"	"Comedy"	NA	2002	"1"
"2925"	"Run, Fatboy, Run"	33512260	5349966	1e+07	"13"	"Comedy"	NA	2008	"0"
"2926"	"Because of Winn-Dixie"	33506989	NA	1.5e+07	"PG"	"Comedy"	NA	2005	"0"
"2927"	"The Woman in Black 2: Angel of Death"	33501323	1646502	0	"13"	"Horror"	"98"	2015	"1"
"2928"	"The Bad News Bears"	33500620	NA	3.5e+07	"PG-13"	"Comedy"	NA	2005	"0"
"2929"	"Whiplash"	33474334	1230547	3300000	"R"	"Drama"	"106"	2014	"0"
"2930"	"Fireproof"	33473297	54148352	5e+05	"PG"	"Drama"	NA	2008	"0"
"2931"	"Red Planet"	33463969	NA	8e+07	"PG13"	"Action"	NA	2000	"0"
"2932"	"Mystery Men"	33462011	NA	6.8e+07	"PG"	"Comedy"	NA	1999	"0"
"2933"	"Nell"	33459959	NA	0	"13"	"Drama"	"112"	1994	"0"
"2934"	"Crocodile Hunter: Collision Course"	33436931	NA	12500000	"PG"	"Comedy"	NA	2002	"0"
"2935"	"The Long Kiss Goodnight"	33430951	NA	6.5e+07	"R"	"Action"	"81"	1996	"0"
"2936"	"Black Knight"	33422806	NA	3.5e+07	"PG13"	"Comedy"	"-33"	2001	"0"
"2937"	"Wonder Boys"	33422485	NA	3.5e+07	"R"	"Comedy"	"112"	2000	"0"
"2938"	"The Doors"	33404794	NA	4e+07	"R"	"Drama"	NA	1991	"0"
"2939"	"The Planet of the Apes"	33395426	NA	5800000	NA	NA	NA	1968	"0"
"2940"	"Rosemary's Baby"	33395426	NA	3200000	NA	NA	NA	1968	"0"
"2941"	"2016: Obama’s America"	33349941	6937040	2500000	"PG"	"Documentary"	"0"	2012	"0"
"2942"	"Get on Up"	33315804	3396853	3e+07	"13"	"Drama"	"138"	2014	"0"
"2943"	"...And Justice For All"	33300000	NA	0	NA	"Drama"	NA	1979	"0"
"2944"	"The Bridge on the River Kwai"	33300000	NA	3e+06	NA	"Drama"	NA	1957	"0"
"2945"	"The Truth About Cats & Dogs"	33228594	NA	0	"PG13"	"Romantic Comedy"	"97"	1996	"0"
"2946"	"Hello, Dolly"	33208099	NA	2.4e+07	NA	NA	NA	1969	"0"
"2947"	"Forget Paris"	33177694	NA	0	"PG-13"	"Romantic Comedy"	"101"	1995	"0"
"2948"	"Blade Runner"	33139618	NA	2.8e+07	"R"	"Thriller/Suspense"	"117"	1982	"0"
"2949"	"Confessions of a Teenage Drama Queen"	33089883	NA	1.5e+07	"PG"	"Comedy"	NA	2004	"0"
"2950"	"Teen Wolf"	33086611	NA	0	NA	"Comedy"	NA	1985	"0"
"2951"	"Matilda"	33084249	NA	0	"PG"	"Comedy"	NA	1996	"0"
"2952"	"Hart's War"	33076815	NA	7e+07	"R"	"Drama"	NA	2002	"0"
"2953"	"The Perks of Being a Wallflower"	33069303	13681553	1.3e+07	"R"	"Drama"	"103"	2010	"0"
"2954"	"Mr. Woodcock"	33035245	11246383	0	"PG13"	"Comedy"	NA	2007	"0"
"2955"	"Confessions of a Dangerous Mind"	33009663	NA	2.9e+07	"R"	"Drama"	"113"	2002	"0"
"2956"	"Dracula 2000"	33000377	NA	2.8e+07	"R"	"Horror"	"100"	2000	"0"
"2957"	"The Last Dragon"	3.3e+07	NA	1e+07	NA	"Action"	NA	1985	"0"
"2958"	"Endless Love"	3.3e+07	NA	0	"R"	"Drama"	"116"	1981	"0"
"2959"	"Heroes"	3.3e+07	NA	0	NA	"Drama"	NA	1977	"0"
"2960"	"October Sky"	32996618	NA	0	"PG"	"Drama"	NA	1999	"0"
"2961"	"Sharky's Machine"	32984898	NA	0	NA	"Thriller/Suspense"	NA	1981	"0"
"2962"	"Feng Shang"	32977948	NA	0	NA	NA	NA	2009	"0"
"2963"	"Awake"	32968648	13867163	8600000	"R"	"Thriller/Suspense"	NA	2007	"0"
"2964"	"88 Minutes"	32955399	13861602	3e+07	"R"	"Thriller/Suspense"	NA	2008	"0"
"2965"	"The Producers: The Movie Musical"	32952995	5341302	4.5e+07	"13"	"Musical"	NA	2005	"0"
"2966"	"*batteries not included"	32945797	NA	0	"PG"	"Comedy"	"106"	1987	"0"
"2967"	"Inside Llewyn Davis"	32943247	1292095	1.1e+07	"R"	"Drama"	"104"	2012	"0"
"2968"	"Mercury Rising"	32940507	NA	6e+07	"R"	"Thriller/Suspense"	NA	1998	"0"
"2969"	"Air America"	32914515	NA	0	"R"	"Action"	"112"	1990	"0"
"2970"	"Haunted Castle"	32863526	NA	0	"PG"	"Adventure"	NA	2001	"0"
"2971"	"Gantz: Perfect Answer"	32855277	NA	0	NA	NA	"0"	2011	"1"
"2972"	"You Again"	32838945	10920945	2e+07	"PG"	"Comedy"	"105"	2010	"0"
"2973"	"Fighting"	32831707	14968630	0	"PG-13"	"Action"	"84"	2009	"0"
"2974"	"Za majikku awâ"	32813807	NA	0	NA	"Comedy"	NA	2008	"0"
"2975"	"The Joy Luck Club"	32790064	NA	0	"R"	"Drama"	NA	1993	"0"
"2976"	"Alex Cross"	32785147	12758184	3.5e+07	"PG13"	"Thriller/Suspense"	"102"	3816	"0"
"2977"	"Luther"	32738814	NA	9.15e+23	"PG-13"	"Drama"	NA	3700	"0"
"2978"	"Child's Play 2"	32721435	NA	1.3e+07	"R"	"Horror"	NA	1990	"1"
"2979"	"Homeward Bound II:  Lost in San Francisco"	32709423	NA	0	"General"	"Adventure"	NA	1996	"1"
"2980"	"Katy Perry: Part of Me"	32700439	4129972	1.2e+07	"PG"	"Concert/Performance"	"95"	2012	"0"
"2981"	"The Invention of Lying"	32679264	5534376	18500000	"PG13"	"Comedy"	"100"	2009	"0"
"2982"	"Dangerous Liaisons"	32663833	NA	1.4e+07	NA	"Drama"	NA	1988	"0"
"2983"	"Return to Me"	32662299	NA	2.4e+07	"PG"	"Romantic Comedy"	NA	2000	"0"
"2984"	"Coming Home"	32653000	NA	3e+06	NA	"Drama"	"119"	1978	"0"
"2985"	"Tommy Boy"	32637949	NA	0	"13"	"Comedy"	NA	1995	"0"
"2986"	"The Accidental Tourist"	32632000	NA	0	NA	"Drama"	NA	1988	"0"
"2987"	"Leap Year"	32618920	15607741	1.9e+07	"PG"	"Romantic Comedy"	NA	2009	"0"
"2988"	"Seven Psychopaths"	32611979	5373595	13500000	"R"	"Comedy"	"109"	2012	"0"
"2989"	"Bait 3D"	32588670	NA	0	"R"	"Horror"	"91"	2012	"yes"
"2990"	"Kabhi Alvida Naa Kehna"	32575443	NA	10750000	"Not Rated"	"Drama"	NA	2006	"0"
"2991"	"Harry and the Hendersons"	32560613	5410494	0	NA	"Comedy"	NA	1987	"0"
"2992"	"Murder by Death"	32511047	NA	0	NA	"Comedy"	NA	1976	"0"
"2993"	"Fetih 1453"	32481209	NA	0	NA	"Action"	"160"	2012	"0"
"2994"	"Fletch Lives"	32469977	NA	0	NA	"Comedy"	NA	1989	"1"
"2995"	"Wan-deuk-i"	32466461	NA	0	NA	"Drama"	"110"	2011	"0"
"2996"	"The Sitter"	32457751	8104161	2.5e+07	"R"	"Comedy"	"81"	2011	"0"
"2997"	"Alpha Dog"	32447167	12643554	0	"R"	"Drama"	NA	2007	"0"
"2998"	"Wild Safari 3D"	32446750	NA	0	"Not Rated"	"Documentary"	"-42"	2005	"0"
"2999"	"Krrish"	32430721	NA	1e+07	"Not Rated"	"Action"	NA	2006	"1"
"3000"	"The Sandlot"	32416586	NA	0	"PG"	"Comedy"	"109"	1993	"0"
"3001"	"Being John Malkovich"	32382381	NA	1.3e+07	"R"	"Black Comedy"	NA	1999	"0"
"3002"	"The End"	32334477	NA	0	NA	NA	NA	1978	"0"
"3003"	"Kevin Hart: Let Me Explain"	32327255	4757622	2500000	"R"	"Concert/Performance"	"0"	2013	"0"
"3004"	"La piel que habito"	32300305	NA	0	"R"	"Drama"	"117"	2010	"0"
"3005"	"A Walk in the Woods"	32270156	NA	0	"R"	"Adventure"	"104"	2014	"0"
"3006"	"Black Sheep"	32258130	NA	0	"PG13"	"Comedy"	NA	1996	"0"
"3007"	"Project Almanac"	32248241	1458758	1.2e+07	"PG13"	"Adventure"	"106"	2013	"0"
"3008"	"The Gods Must Be Crazy"	32237111	NA	0	NA	"Comedy"	NA	1984	"0"
"3009"	"Deo Tereo Raibeu"	32230953	NA	0	NA	"Thriller/Suspense"	"98"	2013	NA
"3010"	"Justin Bieber’s Believe"	32226781	726172	0	"PG"	"Documentary"	"92"	2013	"0"
"3011"	"Shark Night 3D"	32209741	3100212	2.5e+07	"PG-13"	"Horror"	"85"	2011	"0"
"3012"	"Rowdy Rathore"	32208348	NA	0	"Not Rated"	"Comedy"	"0"	2012	"0"
"3013"	"Agneepath"	32186870	NA	0	"Not Rated"	"Action"	"0"	2012	"0"
"3014"	"Amazing Grace"	32183710	25597395	0	"PG"	"Drama"	NA	2007	"0"
"3015"	"Darkman"	32177867	NA	0	"R"	"Action"	"96"	1990	"0"
"3016"	"Bai she chuan shuo"	32172621	2264211	0	"PG-13"	"Action"	"96"	2011	"0"
"3017"	"The Lawnmower Man"	32100816	NA	1e+07	"R"	"Action"	NA	1992	"0"
"3018"	"Dance Flick"	32092761	NA	2.5e+07	"13"	"Comedy"	NA	2009	"0"
"3019"	"Kingpin"	32079969	NA	2.5e+07	"R"	"Comedy"	NA	1996	"0"
"3020"	"The Accused"	32078318	NA	0	NA	"Drama"	NA	1988	"0"
"3021"	"Silverado"	32076721	NA	2.6e+07	NA	"Western"	NA	1985	"0"
"3022"	"Summer of '42"	32063634	NA	0	NA	NA	NA	1971	"0"
"3023"	"Cidade de Deus"	32059295	NA	3300000	"R"	"Drama"	NA	2003	"0"
"3024"	"Golmaal 3"	32056809	NA	0	"Not Rated"	"Comedy"	"0"	2010	"1"
"3025"	"Robin Hood"	32056467	64334745	0	NA	"Adventure"	NA	1973	"0"
"3026"	"Sunshine"	32017122	7286824	4e+07	"R"	"Thriller/Suspense"	NA	2007	"0"
"3027"	"The Age of Innocence"	32014993	NA	3.4e+07	"PG"	"Drama"	NA	1993	"0"
"3028"	"Psycho"	3.2e+07	NA	0	NA	"Horror"	NA	1960	"0"
"3029"	"Metro"	31987563	NA	0	"R"	"Action"	NA	1997	"0"
"3030"	"Jennifer's Body"	31943401	6175670	1.6e+07	"R"	"Thriller/Suspense"	NA	2009	"0"
"3031"	"Copycat"	31925151	NA	2e+07	"R"	"Thriller/Suspense"	NA	1995	"0"
"3032"	"The Apple Dumpling Gang"	31916500	NA	0	NA	"Comedy"	NA	1975	"0"
"3033"	"Dressed to Kill"	31899000	NA	6500000	NA	"Thriller/Suspense"	"104"	1980	"0"
"3034"	"Bob & Carol & Ted & Alice"	31897253	NA	0	NA	"Comedy"	"2705"	1969	"0"
"3035"	"The Young Victoria"	31878891	5889362	3.5e+07	"PG"	"Drama"	"100"	2008	"0"
"3036"	"Children of a Lesser God"	31853080	NA	0	NA	"Drama"	NA	1986	"0"
"3037"	"The Shadow"	31835600	NA	4e+07	"PG-13"	"Action"	NA	1994	"0"
"3038"	"Lake Placid"	31770413	NA	2.7e+07	"R"	"Thriller/Suspense"	NA	1999	"0"
"3039"	"Herbie Rides Again"	31765098	NA	0	NA	NA	NA	1974	"0"
"3040"	"Jungle Fever"	31739045	NA	0	"R"	"Drama"	NA	1991	"0"
"3041"	"Pinocchio"	31681811	NA	4.5e+07	"G"	"Adventure"	NA	2002	"0"
"3042"	"Paint Your Wagon"	31678778	NA	2e+07	"PG13"	"Musical"	NA	1969	"0"
"3043"	"Mr. Nice Guy"	31674183	NA	6e+06	"13"	"Action"	NA	1998	"0"
"3044"	"History of the World: Part I"	31672000	NA	1.1e+07	NA	"Comedy"	NA	1981	"0"
"3045"	"Rent"	31670620	31477602	4e+07	"PG-13"	"Musical"	NA	2005	"0"
"3046"	"Hard Target"	31636358	NA	0	"R"	"Action"	NA	1993	"0"
"3047"	"The Girl Next Door"	31635150	NA	2.5e+07	"R"	"Romantic Comedy"	NA	2004	"0"
"3048"	"For Richer or Poorer"	31611225	NA	0	"13"	"Comedy"	NA	1997	"0"
"3049"	"Daddy's Little Girls"	31609243	32422364	0	"PG-13"	"Romantic Comedy"	NA	2007	"0"
"3050"	"Benji"	31559560	NA	5e+05	NA	"Adventure"	NA	1974	"0"
"3051"	"Little Big Man"	31559552	NA	0	"13"	NA	NA	1970	"0"
"3052"	"Mud"	31556959	6392907	1e+07	"PG13"	"Drama"	"130"	2012	"0"
"3053"	"Benvenuti al nord"	31546647	NA	0	NA	"Comedy"	"110"	2012	"0"
"3054"	"Lage Raho Munna Bhai"	31517561	NA	2700000	"Not Rated"	"Comedy"	NA	2006	"0"
"3055"	"Yomei Ikkagetsu no Hanayome"	31510715	NA	0	NA	"Drama"	NA	2009	"0"
"3056"	"Three Warriors on Distant Shores"	31476575	NA	0	NA	"Adventure"	"65"	2012	"0"
"3057"	"King Ralph"	31464470	NA	0	"PG"	"Comedy"	NA	1991	"0"
"3058"	"LOL (Laughing Out Loud)"	31451622	NA	0	NA	"Drama"	"98"	2008	"0"
"3059"	"The Seeker: The Dark is Rising"	31400740	13019146	0	"PG"	"Adventure"	NA	2007	"0"
"3060"	"Premium Rush"	31393201	6886118	3.5e+07	"PG13"	"Thriller/Suspense"	"91"	2011	"0"
"3061"	"Rob Roy"	31341940	NA	2.8e+07	"R"	"Drama"	"139"	1995	"0"
"3062"	"An Ideal Husband"	31341183	NA	10700000	"PG13"	"Comedy"	NA	1999	"0"
"3063"	"The Iron Giant"	31333917	NA	5e+07	"PG"	"Adventure"	NA	1999	"0"
"3064"	"Lost Souls"	31320293	NA	2.8e+07	"R"	"Thriller/Suspense"	NA	2000	"0"
"3065"	"Sky of Love"	31311079	NA	0	NA	"Drama"	NA	2007	"0"
"3066"	"Mrs Brown's Boys D'Movie"	31301165	NA	0	NA	"Comedy"	"0"	2014	"0"
"3067"	"Eddie"	31289479	NA	0	"PG13"	"Comedy"	NA	1996	"0"
"3068"	"Johnson Family Vacation"	31286759	NA	1.2e+07	"PG13"	"Comedy"	NA	2004	"0"
"3069"	"Thrill Ride: The Science of Fun"	31279211	NA	0	"G"	"Documentary"	NA	1997	"0"
"3070"	"Robot"	31267492	NA	0	"Not Rated"	"Action"	"0"	2010	"0"
"3071"	"Bustin' Loose"	31261000	NA	0	NA	"Comedy"	NA	1981	"0"
"3072"	"Salmon Fishing in the Yemen"	31256373	NA	0	"PG13"	"Drama"	"-90"	2010	"0"
"3073"	"How High"	31222395	NA	1.2e+07	"R"	"Comedy"	NA	3913	"0"
"3074"	"The Great Muppet Caper"	31206251	NA	0	NA	"Comedy"	NA	1981	"1"
"3075"	"The Secret Garden"	31181000	NA	0	"G"	"Drama"	NA	1993	"0"
"3076"	"Chimpanzee"	31168243	NA	0	"g"	"Documentary"	"78"	2011	"0"
"3077"	"Movie 43"	31164747	1869164	1e+07	"R"	"Comedy"	"97"	2011	"0"
"3078"	"Joyful Noise"	31157914	13318842	27500000	"PG13"	"Musical"	"0"	2011	"0"
"3079"	"Spring Breakers"	31149251	3007000	5e+06	"R"	"Thriller/Suspense"	"0"	2012	"0"
"3080"	"True Grit"	31132592	NA	0	NA	"Western"	NA	1969	"0"
"3081"	"Those Magnificent Men In Their Flying..."	31111111	NA	0	NA	NA	NA	1965	"0"
"3082"	"Camelot"	31102578	NA	0	"General"	"Musical"	NA	1967	"0"
"3083"	"Les Profs"	31090977	NA	0	NA	"Comedy"	"88"	2013	"0"
"3084"	"Love in the Time of Cholera"	31077418	NA	4.5e+07	"R"	"Drama"	NA	2007	"0"
"3085"	"High Anxiety"	31063038	NA	3400000	NA	NA	NA	1977	"0"
"3086"	"Grosse Pointe Blank"	31059206	NA	1.5e+07	"R"	"Black Comedy"	NA	1997	"0"
"3087"	"Picture Perfect"	31058643	NA	0	"13"	"Romantic Comedy"	NA	1997	"0"
"3088"	"Igor"	31013349	13266318	2.2e+07	"PG"	"Comedy"	NA	2008	"0"
"3089"	"Joe Dirt"	30987695	NA	1.6e+07	"13"	"Comedy"	"91"	2001	"0"
"3090"	"Ultraviolet"	30962112	19496590	3e+07	"13"	"Action"	NA	2006	"0"
"3091"	"Paper Moon"	30933743	NA	0	NA	NA	NA	1973	"0"
"3092"	"Vysotsky. Spasibo, Chto Zhivoi"	30896024	NA	0	NA	"Drama"	"0"	2011	"0"
"3093"	"Be Kind Rewind"	30894247	5265832	2e+07	"PG13"	"Comedy"	NA	2008	"0"
"3094"	"Hearts in Atlantis"	30885781	NA	3.1e+07	"PG13"	"Drama"	NA	2001	"0"
"3095"	"Zatoichi"	30874550	NA	0	"R"	"Action"	NA	2004	"0"
"3096"	"The Water Diviner"	30864649	1446688	22500000	"R"	"Drama"	"112"	2014	"0"
"3097"	"The Princess Bride"	30857000	NA	1.5e+07	NA	"Adventure"	NA	1987	"0"
"3098"	"Ryan's Daughter"	30846306	NA	0	"R"	NA	NA	1970	"0"
"3099"	"Murphy's Romance"	30762621	NA	0	NA	"Romantic Comedy"	NA	1985	"0"
"3100"	"Powder"	30749565	NA	0	"PG13"	"Drama"	NA	1995	"0"
"3101"	"Broken City"	30746765	6045038	3.5e+07	"R"	"Thriller/Suspense"	"108"	2012	"0"
"3102"	"Nancy Drew"	30703845	11702725	2e+06	"PG"	"Thriller/Suspense"	NA	2007	"0"
"3103"	"Young Doctors in Love"	30688860	NA	0	NA	"Comedy"	NA	1982	"0"
"3104"	"Home Alone III"	30672357	NA	0	"PG"	"Comedy"	NA	1997	"1"
"3105"	"Superstar"	30628981	NA	1.4e+07	"PG13"	"Comedy"	NA	1999	"0"
"3106"	"Virus"	30626690	NA	7.5e+07	"R"	"Action"	NA	1999	"0"
"3107"	"Major League II"	30626182	NA	0	"PG"	"Comedy"	NA	1994	"1"
"3108"	"The Fighting Temptations"	30597073	NA	0	"PG13"	"Comedy"	NA	2003	"0"
"3109"	"Pathfinder"	30561765	27521209	0	"R"	"Action"	NA	2007	"0"
"3110"	"Flipper"	30561008	NA	25530000	"PG"	"Comedy"	NA	1996	"0"
"3111"	"Sleepwalkers"	30524763	NA	0	"R"	"Horror"	NA	1992	"0"
"3112"	"From Here to Eternity"	30500000	NA	1650000	NA	NA	NA	1953	"0"
"3113"	"The Battle of Red Cliff"	30500000	NA	0	NA	"Action"	NA	2009	"0"
"3114"	"Psycho II"	30451264	NA	0	NA	"Horror"	NA	1983	"1"
"3115"	"An American Haunting"	30443277	9996929	1.4e+07	"PG-13"	"Horror"	"-39"	2006	"0"
"3116"	"The Champ"	30441738	NA	0	NA	"Drama"	NA	1979	"0"
"3117"	"East is East"	30438635	NA	3e+06	"R"	"Comedy"	NA	2000	"0"
"3118"	"Jie jiu wu xian sheng"	30429839	NA	0	"Not Rated"	"Action"	"0"	2015	"0"
"3119"	"Stick It"	30399714	27808505	2e+07	"PG-13"	"Comedy"	NA	2006	"0"
"3120"	"Mortdecai"	30396134	1669637	0	"R"	"Comedy"	"107"	2015	"0"
"3121"	"Friday the 13th Part IV: The Final Chapter"	30393007	NA	2600000	NA	"Horror"	NA	1984	"1"
"3122"	"A Wedding Invitation"	30364350	NA	0	"Not Rated"	"Romantic Comedy"	"81"	2013	"0"
"3123"	"2 For the Money"	30362049	NA	2e+07	"R"	"Drama"	NA	2005	"0"
"3124"	"A Serious Man"	30360570	4737212	7e+06	"R"	"Comedy"	NA	2009	"0"
"3125"	"Cabin Fever"	30351664	NA	1500000	"R"	"Horror"	NA	2003	"0"
"3126"	"The Lost Boys"	30331685	NA	8500000	NA	"Horror"	NA	1987	"0"
"3127"	"Absence of Malice"	30331624	NA	0	NA	"Drama"	NA	1981	"0"
"3128"	"A Night at the Roxbury"	30324946	NA	1.7e+07	"PG13"	"Comedy"	NA	1998	"0"
"3129"	"Queen of the Damned"	30307804	NA	3.5e+07	"R"	"Horror"	NA	2002	"0"
