"name"	"boxoffice.total"	"boxoffice.domestic"	"boxoffice.international"	"dvd.domestic"	"budget"	"rating"	"genre"	"creative.type"	"time"	"year"	"production.method"	"sequel"	"boxoffice.domestic.inflationadj"	"budget.millions"	"boxoffice.total.millions"	"revenue.d.budget"
"2213"	"The Three Musketeers"	50375628	50375628	0	NA	0	"PG"	"Adventure"	"Historical Fiction"	NA	1993	"Live Action"	0	101888588	0	50.375628	Inf
"2214"	"Red Tails"	50365498	49876377	489121	16256175	58000000	"PG-13"	"Action"	"Historical Fiction"	120	2009	"Live Action"	0	52445382	58	50.365498	0.868370655172414
"2215"	"K-PAX"	50315140	50315140	0	NA	48000000	"PG-13"	"Drama"	"Science Fiction"	NA	2001	"Live Action"	0	74405960	48	50.31514	1.04823208333333
"2216"	"Team America: World Police"	50274834	32774834	17500000	NA	20000000	"R"	"Comedy"	"Contemporary Fiction"	NA	2004	"Live Action"	0	44173721	20	50.274834	2.5137417
"2217"	"Brick Mansions"	50236829	20396829	29840000	3421334	28000000	"PG-13"	"Action"	"Science Fiction"	89	2014	"Live Action"	0	20896132	28	50.236829	1.79417246428571
"2218"	"Natural Born Killers"	50215954	50215954	0	NA	0	"R"	"Black Comedy"	"Contemporary Fiction"	120	1994	"Live Action"	0	103016554	0	50.215954	Inf
"2219"	"Grindhouse"	50187789	25031037	25156752	36793409	53000000	"R"	"Horror"	"Fantasy"	191	2007	"Live Action"	0	30452002	53	50.187789	0.94693941509434
"2220"	"Supercondriaque"	50160446	0	50160446	NA	0	"Not Rated"	"Comedy"	"Contemporary Fiction"	107	2014	"Live Action"	0	0	0	50.160446	Inf
"2221"	"The Color of Money"	50159778	50159778	0	NA	10000000	"R"	"Drama"	"Contemporary Fiction"	119	1986	"Live Action"	1	112305086	10	50.159778	5.0159778
"2222"	"Winnie the Pooh"	50145607	26692846	23452761	14397448	30000000	"G"	"Adventure"	"Kids Fiction"	69	2010	"Hand Animation"	0	28173905	30	50.145607	1.67152023333333
"2223"	"Breakdown"	50129186	50129186	0	NA	36000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	1997	"Live Action"	0	91412043	36	50.129186	1.39247738888889
"2224"	"Rock of Ages"	50118613	38518613	11600000	11803683	70000000	"PG-13"	"Musical"	"Contemporary Fiction"	123	2011	"Live Action"	0	40502606	70	50.118613	0.715980185714286
"2225"	"The Women"	50103808	26902075	23201733	12739479	16000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2008	"Live Action"	0	31360775	16	50.103808	3.131488
"2226"	"The Longest Day"	50100000	39100000	11000000	NA	10000000	NA	"Action"	"Dramatization"	NA	1962	"Live Action"	0	467524287	10	50.1	5.01
"2227"	"Sphere"	50076367	36976367	13100000	NA	73000000	"PG-13"	"Horror"	"Science Fiction"	128	1998	"Live Action"	0	65989808	73	50.076367	0.685977630136986
"2228"	"Fever Pitch"	50071069	42071069	8000000	NA	40000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2005	"Live Action"	0	54935231	40	50.071069	1.251776725
"2229"	"The Replacements"	50054511	44737059	5317452	NA	50000000	"PG-13"	"Comedy"	"Contemporary Fiction"	118	2000	"Live Action"	0	69471092	50	50.054511	1.00109022
"2230"	"Absolute Power"	50007168	50007168	0	NA	50000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	121	1997	"Live Action"	0	91189543	50	50.007168	1.00014336
"2231"	"Little Women"	50003303	50003303	0	NA	15000000	"PG"	"Drama"	"Historical Fiction"	NA	1994	"Live Action"	0	98827268	15	50.003303	3.33355353333333
"2232"	"He Yi Sheng Xiao Mo"	5e+07	0	50000000	NA	0	NA	"Drama"	NA	0	2015	"Live Action"	0	0	0	50	Inf
"2233"	"Reds"	5e+07	50000000	0	NA	33500000	NA	"Drama"	"Historical Fiction"	NA	1981	"Live Action"	0	90933881	33.5	50	1.49253731343284
"2234"	"The Deer Hunter"	5e+07	50000000	0	NA	15000000	NA	"Drama"	NA	NA	1979	"Live Action"	0	166733070	15	50	3.33333333333333
"2235"	"A Walk in the Clouds"	49993080	49993080	0	NA	0	"PG-13"	"Drama"	"Historical Fiction"	NA	1995	"Live Action"	0	96193581	0	49.99308	Inf
"2236"	"Capote"	49924079	28750530	21173549	17037721	7000000	"R"	"Drama"	"Dramatization"	NA	2005	"Live Action"	0	37071274	7	49.924079	7.13201128571429
"2237"	"The Way We Were"	49919870	49919870	0	NA	0	NA	NA	NA	NA	1973	NA	0	236061755	0	49.91987	Inf
"2238"	"The Hurt Locker"	49894223	17017811	32876412	38817240	15000000	"R"	"Drama"	"Contemporary Fiction"	130	2009	"Live Action"	0	17017811	15	49.894223	3.32628153333333
"2239"	"The Switch"	49858465	27758465	22100000	9008599	19000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	101	2010	"Live Action"	0	29447192	19	49.858465	2.62412973684211
"2240"	"Popeye"	49823037	49823037	0	NA	20000000	NA	NA	NA	NA	1980	NA	0	155025583	20	49.823037	2.49115185
"2241"	"Major League"	49793054	49793054	0	NA	11000000	NA	"Comedy"	"Contemporary Fiction"	NA	1989	"Live Action"	0	94487758	11	49.793054	4.52664127272727
"2242"	"Pleasantville"	49789066	40568025	9221041	NA	0	"PG-13"	"Comedy"	"Fantasy"	NA	1998	"Live Action"	0	72166743	0	49.789066	Inf
"2243"	"The Mighty Ducks"	49764659	49764659	0	NA	10000000	"PG"	"Comedy"	"Contemporary Fiction"	NA	1992	"Live Action"	0	100394852	10	49.764659	4.9764659
"2244"	"Planes, Trains & Automobiles"	49752241	49509935	242306	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1987	"Live Action"	0	98654378	0	49.752241	Inf
"2245"	"Kokuriko-zaka Kara"	49743812	1000878	48742934	2349904	0	"PG"	"Drama"	"Contemporary Fiction"	92	2011	"Hand Animation"	0	1030422	0	49.743812	Inf
"2246"	"Leaving Las Vegas"	49737350	31921127	17816223	NA	4000000	"R"	"Drama"	"Contemporary Fiction"	NA	1995	"Live Action"	0	60530292	4	49.73735	12.4343375
"2247"	"Angels in the Outfield"	49735551	49735551	0	NA	0	"PG"	"Comedy"	"Fantasy"	NA	1994	"Live Action"	0	102031020	0	49.735551	Inf
"2248"	"This Christmas"	49733545	49121934	611611	23916164	13000000	"PG-13"	"Drama"	"Contemporary Fiction"	NA	2007	"Live Action"	0	59750601	13	49.733545	3.82565730769231
"2249"	"Sky Captain and the World of Tomorrow"	49730854	37760080	11970774	NA	70000000	"PG"	"Adventure"	"Science Fiction"	107	2004	"Animation/Live Action"	0	50894019	70	49.730854	0.710440771428571
"2250"	"Ip Man: Legend of the Grand Master"	49721954	205675	49516279	2689974	0	"R"	"Action"	"Historical Fiction"	109	2010	"Live Action"	1	217084	0	49.721954	Inf
"2251"	"The Abyss"	49710458	49710458	0	NA	70000000	"PG-13"	"Action"	"Science Fiction"	140	1989	"Live Action"	0	104279830	70	49.710458	0.7101494
"2252"	"Drillbit Taylor"	49686263	32862104	16824159	14876819	40000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2008	"Live Action"	0	38308611	40	49.686263	1.242156575
"2253"	"How Do You Know?"	49628177	30212620	19415557	10064612	120000000	"R"	"Romantic Comedy"	"Contemporary Fiction"	121	2010	"Live Action"	0	32022967	120	49.628177	0.413568141666667
"2254"	"The Ant Bully"	49610898	28142535	21468363	35989997	45000000	"PG"	"Adventure"	"Kids Fiction"	89	2006	"Digital Animation"	0	35962291	45	49.610898	1.1024644
"2255"	"The Fourth Kind"	49486874	26218170	23268704	9127616	10000000	"PG-13"	"Thriller/Suspense"	"Historical Fiction"	NA	2009	"Live Action"	0	28441227	10	49.486874	4.9486874
"2256"	"Dark Water"	49473093	25473093	24000000	NA	60000000	"PG-13"	"Thriller/Suspense"	"Fantasy"	105	2005	"Live Action"	0	33262054	60	49.473093	0.82455155
"2257"	"Jonas Brothers: The 3D Concert Experience"	49440776	38174685	11266091	9067173	0	"G"	"Concert/Performance"	"Factual"	NA	2009	"Live Action"	0	38174685	0	49.440776	Inf
"2258"	"Oliver & Company"	49424284	49424284	0	NA	0	"G"	"Adventure"	"Kids Fiction"	NA	1988	"Hand Animation"	0	101216376	0	49.424284	Inf
"2259"	"Shampoo"	49407734	49407734	0	NA	0	NA	NA	NA	NA	1975	NA	0	201728166	0	49.407734	Inf
"2260"	"A Nightmare on Elm Street 4: The Dream Master"	49369899	49369899	0	NA	13000000	NA	"Horror"	"Fantasy"	NA	1988	"Live Action"	1	88693609	13	49.369899	3.79768453846154
"2261"	"National Lampoon's European Vacation"	49364621	49364621	0	NA	0	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	1985	"Live Action"	1	116389261	0	49.364621	Inf
"2262"	"Biloxi Blues"	49181353	40681353	8500000	NA	0	NA	"Comedy"	"Historical Fiction"	NA	1988	"Live Action"	0	82847423	0	49.181353	Inf
"2263"	"The Last King of Scotland"	49155371	17606684	31548687	18293968	6000000	"R"	"Drama"	"Dramatization"	121	2006	"Live Action"	0	21642150	6	49.155371	8.19256183333333
"2264"	"May 18"	49136551	0	49136551	NA	0	NA	NA	NA	NA	2007	NA	0	NA	0	49.136551	Inf
"2265"	"The Black Dahlia"	49110792	22545080	26565712	12386807	60000000	"R"	"Thriller/Suspense"	"Historical Fiction"	NA	2006	"Live Action"	0	28809515	60	49.110792	0.8185132
"2266"	"Bugsy"	49103967	49103967	0	NA	0	"R"	"Drama"	"Historical Fiction"	NA	1991	"Live Action"	0	85372468	0	49.103967	Inf
"2267"	"Danny the Dog"	49037621	24537621	24500000	NA	43000000	"R"	"Action"	"Contemporary Fiction"	NA	2005	"Live Action"	0	32018698	43	49.037621	1.14040979069767
"2268"	"Arthur et la vengeance de Maltazard"	48995492	347136	48648356	NA	0	"PG"	"Adventure"	"Fantasy"	NA	2010	"Animation/Live Action"	0	366397	0	48.995492	Inf
"2269"	"Death at a Funeral"	48977233	42739347	6237886	13952141	21000000	"R"	"Comedy"	"Contemporary Fiction"	92	2010	"Live Action"	0	45339453	21	48.977233	2.33224919047619
"2270"	"Alpha and Omega 3D"	48958353	25107267	23851086	11348417	20000000	"PG"	"Adventure"	"Kids Fiction"	88	2010	"Digital Animation"	0	26634704	20	48.958353	2.44791765
"2271"	"The Negotiator"	48884065	44484065	4400000	NA	50000000	"R"	"Action"	"Contemporary Fiction"	139	1998	"Live Action"	0	79388404	50	48.884065	0.9776813
"2272"	"Her"	48783090	25568251	23214839	2933484	23000000	"R"	"Drama"	"Science Fiction"	119	2013	"Live Action"	0	26209207	23	48.78309	2.12100391304348
"2273"	"The Rescuers"	48775599	48775599	0	NA	0	NA	"Adventure"	"Kids Fiction"	NA	1977	"Hand Animation"	0	183072540	0	48.775599	Inf
"2274"	"When a Man Loves a Woman"	48586043	48586043	0	NA	0	"R"	"Drama"	"Contemporary Fiction"	NA	1994	"Live Action"	0	99672839	0	48.586043	Inf
"2275"	"The Avengers"	48585416	23385416	25200000	NA	60000000	"PG-13"	"Action"	"Contemporary Fiction"	NA	1998	"Live Action"	0	41734737	60	48.585416	0.809756933333333
"2276"	"The Omen"	48570885	48570885	0	NA	2800000	NA	"Horror"	NA	NA	1976	"Live Action"	0	48570885	2.8	48.570885	17.3467446428571
"2277"	"Fat Albert"	48563556	48114556	449000	NA	45000000	"PG"	"Comedy"	"Contemporary Fiction"	NA	2004	"Live Action"	0	64228124	45	48.563556	1.07919013333333
"2278"	"9"	48559999	31749894	16810105	11254398	30000000	"PG-13"	"Adventure"	"Fantasy"	NA	2009	"Digital Animation"	0	35432880	30	48.559999	1.61866663333333
"2279"	"Parker"	48543388	17616641	30926747	7993861	35000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	108	2011	"Live Action"	0	18136685	35	48.543388	1.38695394285714
"2280"	"Les petits mouchoirs"	48530887	205505	48325382	NA	25000000	"Not Rated"	"Comedy"	"Contemporary Fiction"	154	2011	"Live Action"	0	216088	25	48.530887	1.94123548
"2281"	"Magnolia"	48446802	22450975	25995827	NA	37000000	"R"	"Drama"	"Contemporary Fiction"	189	1999	"Live Action"	0	34936062	37	48.446802	1.30937302702703
"2282"	"Charlie St. Cloud"	48434366	31162545	17271821	12638956	44000000	"PG-13"	"Drama"	"Contemporary Fiction"	100	2010	"Live Action"	0	33058361	44	48.434366	1.10078104545455
"2283"	"The Big Wedding"	48425971	21819348	26606623	4134519	32500000	"R"	"Romantic Comedy"	"Contemporary Fiction"	90	2011	"Live Action"	0	22463456	32.5	48.425971	1.49002987692308
"2284"	"The Last Stand"	48330757	12050299	36280458	6305185	30000000	"R"	"Action"	"Contemporary Fiction"	107	2012	"Live Action"	0	12406022	30	48.330757	1.61102523333333
"2285"	"She's Out of My League"	48298434	31628317	16670117	10549998	20000000	"R"	"Romantic Comedy"	"Contemporary Fiction"	NA	2010	"Live Action"	0	33552467	20	48.298434	2.4149217
"2286"	"Red Dawn"	48164150	44806783	3357367	12199770	65000000	"PG-13"	"Action"	"Contemporary Fiction"	93	2010	"Live Action"	0	47094223	65	48.16415	0.740986923076923
"2287"	"G.I. Jane"	48154732	48154732	0	NA	50000000	"R"	"Drama"	"Contemporary Fiction"	125	1997	"Live Action"	0	87811570	50	48.154732	0.96309464
"2288"	"The Preacher's Wife"	48093211	48093211	0	NA	0	"PG"	"Drama"	"Fantasy"	124	1996	"Live Action"	0	89659130	0	48.093211	Inf
"2289"	"Single White Female"	48017402	48017402	0	NA	0	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	1992	"Live Action"	0	96844733	0	48.017402	Inf
"2290"	"Welcome to Dongmakgol"	4.8e+07	0	48000000	NA	0	NA	NA	NA	NA	2005	NA	0	NA	0	48	Inf
"2291"	"Scott Pilgrim vs. The World"	47969723	31524275	16445448	18735656	85000000	"PG-13"	"Comedy"	"Contemporary Fiction"	112	2010	"Live Action"	0	33442101	85	47.969723	0.564349682352941
"2292"	"Sutekina kanashibari"	47966182	0	47966182	NA	0	NA	"Comedy"	NA	142	2011	NA	0	0	0	47.966182	Inf
"2293"	"Sunny"	47958698	0	47958698	NA	0	NA	NA	NA	0	2011	NA	0	NA	0	47.958698	Inf
"2294"	"Aeon Flux"	47953341	25857987	22095354	21991031	55000000	"PG-13"	"Action"	"Science Fiction"	NA	2005	"Live Action"	0	33741094	55	47.953341	0.871878927272727
"2295"	"The Natural"	47951979	47951979	0	NA	0	NA	"Drama"	"Historical Fiction"	NA	1984	"Live Action"	0	119451802	0	47.951979	Inf
"2296"	"The Blue Lagoon"	47923795	47923795	0	NA	4500000	"R"	"Drama"	"Historical Fiction"	NA	1980	"Live Action"	0	149116045	4.5	47.923795	10.6497322222222
"2297"	"High Fidelity"	47881663	27277055	20604608	NA	20000000	"R"	"Comedy"	"Contemporary Fiction"	114	2000	"Live Action"	0	42357875	20	47.881663	2.39408315
"2298"	"Secondhand Lions"	47855342	42023715	5831627	NA	30000000	"PG"	"Drama"	"Historical Fiction"	NA	2003	"Live Action"	0	58331426	30	47.855342	1.59517806666667
"2299"	"A Lot Like Love"	47835784	21835784	26000000	NA	25000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2005	"Live Action"	0	28512564	25	47.835784	1.91343136
"2300"	"Trouble with the Curve"	47818913	35763137	12055776	13676303	60000000	"PG-13"	"Drama"	"Contemporary Fiction"	111	2012	"Live Action"	0	37605205	60	47.818913	0.796981883333333
"2301"	"Arthur"	47787943	33035397	14752546	4765808	40000000	"PG-13"	"Comedy"	"Contemporary Fiction"	110	2010	"Live Action"	0	34868382	40	47.787943	1.194698575
"2302"	"Shutter"	47782426	25928550	21853876	7618839	8000000	"PG-13"	"Horror"	"Contemporary Fiction"	NA	2008	"Live Action"	0	30225903	8	47.782426	5.97280325
"2303"	"Book of Shadows: Blair Witch 2"	47721314	26421314	21300000	NA	15000000	"R"	"Horror"	"Contemporary Fiction"	NA	2000	"Live Action"	1	41029020	15	47.721314	3.18142093333333
"2304"	"Hachiko: A Dog's Story"	47707417	0	47707417	5709208	16000000	"G"	"Drama"	"Contemporary Fiction"	NA	2009	"Live Action"	0	NA	16	47.707417	2.9817135625
"2305"	"The Dead End"	47670000	0	47670000	NA	0	"Not Rated"	"Thriller/Suspense"	"Contemporary Fiction"	139	2015	"Live Action"	0	0	0	47.67	Inf
"2306"	"Texas Chainsaw 3D"	47666013	34341945	13324068	3499220	20000000	"R"	"Horror"	"Contemporary Fiction"	92	2012	"Live Action"	1	35833820	20	47.666013	2.38330065
"2307"	"The World's End"	47508505	26004851	21503654	2885155	20000000	"R"	"Comedy"	"Science Fiction"	109	2013	"Live Action"	0	26772516	20	47.508505	2.37542525
"2308"	"George A. Romero's Land of the Dead"	47484873	20433940	27050933	NA	18975000	"R"	"Horror"	"Science Fiction"	NA	2005	"Live Action"	0	26682070	18.975	47.484873	2.50249660079051
"2309"	"An American Tail"	47483002	47483002	0	NA	0	"G"	"Adventure"	"Kids Fiction"	80	1986	"Hand Animation"	0	83915670	0	47.483002	Inf
"2310"	"The Rescuers Down Under"	47431461	27931461	19500000	NA	0	"G"	"Adventure"	"Kids Fiction"	NA	1990	"Hand Animation"	0	27931461	0	47.431461	Inf
"2311"	"Crazy Heart"	47409815	39464306	7945509	15693809	8500000	"R"	"Drama"	"Contemporary Fiction"	112	2009	"Live Action"	0	41903903	8.5	47.409815	5.57762529411765
"2312"	"Man on the Moon"	47407635	34580635	12827000	NA	52000000	"R"	"Drama"	"Dramatization"	NA	1999	"Live Action"	0	56029818	52	47.407635	0.911685288461538
"2313"	"Tightrope"	47392179	47392179	0	NA	0	NA	"Thriller/Suspense"	"Contemporary Fiction"	NA	1984	"Live Action"	0	118057302	0	47.392179	Inf
"2314"	"Hard To Kill"	47381386	47381386	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1990	"Live Action"	0	82877488	0	47.381386	Inf
"2315"	"Almost Famous"	47371191	32522352	14848839	NA	60000000	"R"	"Comedy"	"Dramatization"	NA	2000	"Live Action"	0	50459499	60	47.371191	0.78951985
"2316"	"Walking Tall"	47313824	46213824	1100000	NA	56000000	"PG-13"	"Action"	"Contemporary Fiction"	NA	2004	"Live Action"	0	62288201	56	47.313824	0.844889714285714
"2317"	"CJ7"	47300771	206678	47094093	NA	20000000	"PG"	"Comedy"	"Kids Fiction"	NA	2008	"Animation/Live Action"	0	240930	20	47.300771	2.36503855
"2318"	"Darkness Falls"	47289758	32539681	14750077	NA	7000000	"PG-13"	"Horror"	"Fantasy"	NA	2003	"Live Action"	0	45167023	7	47.289758	6.75567971428571
"2319"	"Airport 1975"	47285152	47285152	0	NA	0	NA	"Thriller/Suspense"	NA	NA	1974	"Live Action"	1	211645310	0	47.285152	Inf
"2320"	"The Watcher"	47267829	28946615	18321214	NA	33000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2000	"Live Action"	0	44921154	33	47.267829	1.43235845454545
"2321"	"Soul Surfer"	47158652	43853424	3305228	17120378	18000000	"PG"	"Drama"	"Dramatization"	106	2010	"Live Action"	0	46286652	18	47.158652	2.61992511111111
"2322"	"The Toy"	47118057	47118057	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1982	"Live Action"	0	130988583	0	47.118057	Inf
"2323"	"The Fantastic Mr. Fox"	47085064	21002919	26082145	15578321	40000000	"PG"	"Adventure"	"Kids Fiction"	88	2009	"Stop-Motion Animation"	0	23335568	40	47.085064	1.1771266
"2324"	"The Wedding Date"	47033343	31585300	15448043	NA	15000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	2005	"Live Action"	0	41243208	15	47.033343	3.1355562
"2325"	"Meitantei Conan: Chinmoku no kuôtâ"	47024973	0	47024973	NA	0	NA	NA	NA	109	2011	"Digital Animation"	1	0	0	47.024973	Inf
"2326"	"Dabangg"	47017018	1288549	45728469	NA	0	"Not Rated"	"Drama"	"Contemporary Fiction"	130	2010	"Live Action"	0	1366938	0	47.017018	Inf
"2327"	"The Place Beyond the Pines"	47011449	21403519	25607930	3915632	15000000	"R"	"Drama"	"Contemporary Fiction"	140	2012	"Live Action"	0	22035356	15	47.011449	3.1340966
"2328"	"Xiong Chumo Zhi Xueling Xiongfeng"	4.7e+07	0	47000000	NA	0	NA	"Comedy"	"Kids Fiction"	0	2015	"Digital Animation"	0	0	0	47	Inf
"2329"	"Desu Noto 2"	4.7e+07	0	47000000	NA	0	NA	"Thriller/Suspense"	NA	NA	2006	NA	1	NA	0	47	Inf
"2330"	"Urban Cowboy"	46918287	46918287	0	NA	0	"PG"	NA	NA	NA	1980	NA	0	145987381	0	46.918287	Inf
"2331"	"See No Evil, Hear No Evil"	46900000	46900000	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1989	"Live Action"	0	85875279	0	46.9	Inf
"2332"	"Chef"	46829308	31424003	15405305	4754018	0	"R"	"Comedy"	"Contemporary Fiction"	115	2014	"Live Action"	0	32193255	0	46.829308	Inf
"2333"	"Deck the Halls"	46815807	35093569	11722238	29044409	51000000	"PG"	"Comedy"	"Contemporary Fiction"	NA	2006	"Live Action"	0	44828180	51	46.815807	0.917957
"2334"	"Death at a Funeral"	46790428	8580428	38210000	NA	20000000	"R"	"Comedy"	"Contemporary Fiction"	NA	2007	"Live Action"	0	10438654	20	46.790428	2.3395214
"2335"	"Fortress"	46730578	6730578	40000000	NA	12000000	"R"	"Action"	"Science Fiction"	NA	1993	"Live Action"	0	8169262	12	46.730578	3.89421483333333
"2336"	"Get Rich or Die Tryin'"	46666955	30981850	15685105	19026814	40000000	"R"	"Drama"	"Contemporary Fiction"	NA	2005	"Live Action"	0	40450687	40	46.666955	1.166673875
"2337"	"Dog Day Afternoon"	46665856	46665856	0	NA	0	NA	NA	NA	NA	1975	NA	0	190533274	0	46.665856	Inf
"2338"	"The Wrestler"	46634275	26238243	20396032	12327323	6000000	"R"	"Drama"	"Contemporary Fiction"	NA	2008	"Live Action"	0	29347748	6	46.634275	7.77237916666667
"2339"	"Colors"	46616067	46616067	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1988	"Live Action"	0	84964540	0	46.616067	Inf
"2340"	"Look Who's Talking Too"	46614448	46614448	0	NA	0	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	1990	"Live Action"	1	72860122	0	46.614448	Inf
"2341"	"The Debt"	46604054	31177548	15426506	7066099	20000000	"R"	"Thriller/Suspense"	"Historical Fiction"	113	2010	"Live Action"	0	32907442	20	46.604054	2.3302027
"2342"	"Bangkok Dangerous"	46598133	15298133	31300000	18827954	45000000	"R"	"Action"	"Contemporary Fiction"	NA	2008	"Live Action"	0	17812105	45	46.598133	1.03551406666667
"2343"	"The Rocketeer"	46573027	46573027	0	NA	0	"PG"	"Action"	"Science Fiction"	NA	1991	"Live Action"	0	72448644	0	46.573027	Inf
"2344"	"The Brady Bunch Movie"	46532720	46532720	0	NA	0	"PG-13"	"Comedy"	"Historical Fiction"	NA	1995	"Live Action"	0	89535371	0	46.53272	Inf
"2345"	"How the West Was Won"	46500000	46500000	0	NA	0	NA	"Western"	"Historical Fiction"	NA	1963	"Live Action"	0	457888232	0	46.5	Inf
"2346"	"Machete"	46370970	26593646	19777324	17129744	12500000	"R"	"Action"	"Contemporary Fiction"	105	2010	"Live Action"	0	28211503	12.5	46.37097	3.7096776
"2347"	"The Nativity Story"	46309644	37629831	8679813	26394827	35000000	"PG"	"Drama"	"Dramatization"	NA	2006	"Live Action"	0	48002812	35	46.309644	1.32313268571429
"2348"	"Miracle on 34th Street"	46274068	17174068	29100000	NA	0	"PG"	"Drama"	"Contemporary Fiction"	NA	1994	"Live Action"	0	35212105	0	46.274068	Inf
"2349"	"Des Hommes et Des Dieux"	46263525	3954651	42308874	NA	5000000	"R"	"Drama"	"Dramatization"	122	2010	"Live Action"	0	4174069	5	46.263525	9.252705
"2350"	"Goodfellas"	46261759	46261759	0	NA	25000000	"R"	"Drama"	"Dramatization"	NA	1990	"Live Action"	0	91816607	25	46.261759	1.85047036
"2351"	"Under the Sea 3D"	46251968	34751968	11500000	NA	0	"G"	"Documentary"	"Factual"	NA	2009	"Live Action"	0	37804829	0	46.251968	Inf
"2352"	"Entourage"	46225326	32363404	13861922	525843	30000000	"R"	"Comedy"	"Contemporary Fiction"	104	2015	"Live Action"	0	32363404	30	46.225326	1.5408442
"2353"	"Legal Eagles"	46210024	46210024	0	NA	40000000	NA	"Comedy"	"Contemporary Fiction"	NA	1986	"Live Action"	0	104252803	40	46.210024	1.1552506
